shipment_id,origin_city,destination_city,pickup_date,delivery_date,weight_kg,distance_km,delivery_status,cost
SHP02145,Pune,Delhi,2023-04-05,2023-04-09,19.13,1576.1,Delivered,1322.16
SHP02146,Chennai,Chennai,2023-06-20,2023-06-29,33.78,675.2,Delayed,739.06
SHP02147,Mumbai,Chennai,2023-05-14,2023-05-19,39.23,1763.7,Delivered,1577.59
SHP02148,Ahmedabad,Kolkata,2023-05-19,2023-05-30,26.77,1233.7,Failed,1093.14
SHP02149,Mumbai,Pune,2023-01-18,2023-01-23,29.7,1646.5,Delivered,1438.36
SHP02150,Ahmedabad,Mumbai,2023-06-26,2023-07-03,10.43,1097.1,Delivered,909.5
SHP02151,Hyderabad,Ahmedabad,2023-04-20,2023-04-23,14.72,444.7,Delivered,447.33
SHP02152,Delhi,Pune,2023-05-21,2023-05-26,8.51,1089.4,Delivered,896.71
SHP02153,Bangalore,Ahmedabad,2023-06-15,2023-06-22,12.84,748.5,Delivered,662.5
SHP02154,Chennai,Bangalore,2023-11-07,2023-11-12,11.63,1398.0,Delivered,1161.31
SHP02155,Delhi,Delhi,2023-06-13,2023-06-19,26.21,956.8,Delivered,901.19
SHP02156,Chennai,Ahmedabad,2023-08-01,2023-08-08,28.35,1673.9,Delivered,1434.22
SHP02157,Ahmedabad,Ahmedabad,2023-08-12,2023-08-15,47.27,1359.4,Delivered,1325.51
SHP02158,Mumbai,Kolkata,2023-11-13,2023-11-22,10.18,1372.2,Delayed,1126.92
SHP02159,Pune,Hyderabad,2023-07-28,2023-08-07,32.26,442.1,Delayed,526.76
SHP02160,Hyderabad,Bangalore,2023-11-05,2023-11-08,40.95,1968.7,Delivered,1716.1
SHP02161,Hyderabad,Mumbai,2023-11-25,2023-12-10,28.23,1684.9,Delayed,1458.18
SHP02162,Kolkata,Chennai,2023-06-26,2023-06-29,13.12,1580.1,Delivered,1319.84
SHP02163,Bangalore,Delhi,2023-05-14,2023-05-21,13.5,667.1,Delivered,620.7
SHP02164,Hyderabad,Bangalore,2023-08-27,2023-09-01,2.44,1075.9,Delivered,887.09
SHP02165,Pune,Hyderabad,2024-01-01,2024-01-06,15.62,282.8,Delivered,337.97
SHP02166,Mumbai,Ahmedabad,2023-05-20,2023-05-23,37.36,1081.6,Delivered,1045.43
SHP02167,Bangalore,Mumbai,2023-09-29,2023-10-01,2.85,300.3,Delivered,289.48
SHP02168,Ahmedabad,Ahmedabad,2023-04-10,2023-04-14,11.36,1110.5,Delivered,947.57
SHP02169,Delhi,Mumbai,2023-10-28,2023-10-31,35.46,1301.0,Delivered,1197.75
SHP02170,Ahmedabad,Kolkata,2023-11-19,2023-11-26,39.24,786.5,Delayed,850.63
SHP02171,Pune,Ahmedabad,2023-06-03,2023-06-17,23.04,1002.1,Delayed,897.95
SHP02172,Pune,Bangalore,2023-06-13,2023-06-18,35.05,1752.6,Delivered,1537.29
SHP02173,Hyderabad,Hyderabad,2023-04-17,2023-04-20,19.7,226.0,Delivered,318.44
SHP02174,Bangalore,Mumbai,2023-04-04,2023-04-09,8.42,1585.5,Delivered,1285.51
SHP02175,Mumbai,Delhi,2023-08-11,2023-08-12,20.21,349.8,Delivered,404.44
SHP02176,Ahmedabad,Mumbai,2023-07-07,2023-07-13,29.21,83.0,Delivered,255.4
SHP02177,Kolkata,Hyderabad,2023-02-25,2023-02-28,47.43,379.3,Delivered,571.01
SHP02178,Ahmedabad,Chennai,2023-04-06,2023-04-13,3.9,1532.4,Delivered,1226.28
SHP02179,Chennai,Chennai,2023-05-17,2023-05-22,25.62,816.2,Delivered,801.19
SHP02180,Chennai,Kolkata,2023-03-17,2023-03-25,16.78,1746.3,Delayed,1453.14
SHP02181,Mumbai,Bangalore,2023-08-02,2023-08-07,25.66,1054.2,Failed,962.61
SHP02182,Mumbai,Hyderabad,2023-06-29,2023-07-03,1.69,54.3,Delivered,119.15
SHP02183,Chennai,Kolkata,2023-06-01,2023-06-03,15.99,1436.3,Delivered,1221.12
SHP02184,Kolkata,Pune,2023-03-18,2023-03-29,41.08,229.4,Delayed,417.85
SHP02185,Bangalore,Mumbai,2023-08-06,2023-08-10,27.92,1580.9,Delivered,1363.08
SHP02186,Chennai,Pune,2023-09-09,2023-09-12,22.8,344.5,Delivered,414.94
SHP02187,Mumbai,Mumbai,2023-03-09,2023-03-12,14.63,697.4,Delivered,644.29
SHP02188,Hyderabad,Chennai,2023-10-08,2023-10-09,15.25,1524.9,Delivered,1283.96
SHP02189,Delhi,Kolkata,2023-08-05,2023-08-10,19.46,1908.9,Failed,1590.11
SHP02190,Kolkata,Chennai,2023-03-26,2023-04-02,41.86,749.2,Delivered,835.25
SHP02191,Pune,Delhi,2023-02-17,2023-02-19,48.38,1660.5,Delivered,1528.15
SHP02192,Kolkata,Pune,2023-02-21,2023-02-22,22.21,389.7,Delivered,457.06
SHP02193,Hyderabad,Pune,2023-05-03,2023-05-06,19.97,1616.3,Delivered,1353.4
SHP02194,Hyderabad,Chennai,2023-05-10,2023-05-16,42.4,1318.4,Delivered,1235.16
SHP02195,Pune,Delhi,2023-08-08,2023-08-12,21.63,393.6,Delivered,460.72
SHP02196,Ahmedabad,Mumbai,2023-12-22,2023-12-29,27.82,612.0,Delivered,633.82
SHP02197,Mumbai,Kolkata,2023-07-16,2023-07-20,11.93,272.2,Delivered,320.51
SHP02198,Chennai,Delhi,2023-11-26,2023-11-29,37.3,772.1,Delivered,821.49
SHP02199,Ahmedabad,Kolkata,2023-09-29,2023-10-01,26.83,415.3,Delivered,508.03
SHP02200,Bangalore,Pune,2023-04-30,2023-05-04,40.55,1291.6,Delivered,1207.03
SHP02201,Kolkata,Kolkata,2023-06-01,2023-06-08,39.15,1989.1,Delivered,1748.91
SHP02202,Pune,Pune,2023-11-23,2023-11-25,11.14,33.9,Delivered,151.1
SHP02203,Kolkata,Delhi,2023-03-28,2023-04-03,35.92,1086.4,Delivered,1058.44
SHP02204,Ahmedabad,Pune,2023-10-31,2023-11-02,40.1,1151.6,Delivered,1124.27
SHP02205,Hyderabad,Ahmedabad,2023-05-31,2023-06-09,17.63,1829.3,Delayed,1516.61
SHP02206,Chennai,Bangalore,2023-11-29,2023-11-30,9.04,1017.0,Delivered,854.82
SHP02207,Kolkata,Pune,2023-03-22,2023-03-23,0.63,1092.0,Delivered,881.37
SHP02208,Bangalore,Chennai,2023-08-10,2023-08-12,22.82,948.6,Delivered,884.52
SHP02209,Hyderabad,Delhi,2023-05-12,2023-05-19,17.95,545.1,Delivered,553.83
SHP02210,Bangalore,Ahmedabad,2023-06-05,2023-06-10,27.97,121.5,Delivered,292.83
SHP02211,Chennai,Mumbai,2023-04-17,2023-04-20,9.81,823.2,Delivered,714.4
SHP02212,Kolkata,Kolkata,2023-09-30,2023-10-07,43.05,114.7,Delivered,336.13
SHP02213,Delhi,Ahmedabad,2023-01-18,2023-01-24,13.26,1105.5,Delivered,947.79
SHP02214,Ahmedabad,Hyderabad,2023-09-02,2023-09-09,11.71,621.5,Delivered,565.28
SHP02215,Kolkata,Ahmedabad,2023-11-18,2023-11-22,24.3,1071.9,Delivered,970.8
SHP02216,Ahmedabad,Delhi,2023-05-15,2023-05-16,25.19,277.3,Delivered,364.62
SHP02217,Chennai,Ahmedabad,2023-08-02,2023-08-08,11.15,1865.9,Delivered,1500.49
SHP02218,Kolkata,Ahmedabad,2023-02-03,2023-02-09,13.96,1790.1,Failed,1474.73
SHP02219,Ahmedabad,Chennai,2023-01-21,2023-01-27,8.9,388.1,Delayed,387.28
SHP02220,Pune,Pune,2023-01-28,2023-01-29,36.06,693.5,Delivered,730.82
SHP02221,Ahmedabad,Kolkata,2023-01-25,2023-02-01,38.62,1230.9,Delivered,1165.07
SHP02222,Kolkata,Bangalore,2023-07-08,2023-07-13,23.39,200.4,Delivered,308.91
SHP02223,Mumbai,Mumbai,2023-08-25,2023-08-26,35.85,715.6,Delivered,765.05
SHP02224,Kolkata,Bangalore,2023-01-08,2023-01-12,36.93,509.7,Delivered,613.11
SHP02225,Kolkata,Ahmedabad,2023-06-05,2023-06-10,7.34,1831.9,Delivered,1477.9
SHP02226,Ahmedabad,Hyderabad,2023-01-04,2023-01-10,48.33,1706.5,Delivered,1553.17
SHP02227,Bangalore,Delhi,2023-02-21,2023-02-26,41.14,1163.9,Delivered,1135.97
SHP02228,Delhi,Kolkata,2023-02-01,2023-02-02,10.62,1045.5,Delivered,901.27
SHP02229,Bangalore,Delhi,2023-10-15,2023-10-20,9.72,1862.1,Failed,1513.54
SHP02230,Ahmedabad,Chennai,2023-12-18,2023-12-20,6.72,1865.5,Delivered,1469.83
SHP02231,Bangalore,Delhi,2023-11-08,2023-11-12,7.35,1939.0,Delivered,1542.25
SHP02232,Hyderabad,Mumbai,2023-04-17,2023-04-24,37.53,259.5,Delivered,414.02
SHP02233,Mumbai,Hyderabad,2023-09-28,2023-10-02,23.75,329.5,Delivered,415.84
SHP02234,Bangalore,Bangalore,2023-12-19,2023-12-20,39.26,1356.7,Delivered,1248.84
SHP02235,Pune,Ahmedabad,2023-12-25,2023-12-31,37.44,1087.5,Delivered,1066.34
SHP02236,Chennai,Ahmedabad,2023-09-15,2023-09-17,30.43,46.7,Delivered,221.73
SHP02237,Pune,Hyderabad,2023-05-05,2023-05-11,34.48,133.3,Delivered,322.91
SHP02238,Chennai,Kolkata,2023-04-09,2023-04-11,1.41,1777.3,Delivered,1390.87
SHP02239,Kolkata,Delhi,2023-12-16,2023-12-23,15.93,1739.1,Delivered,1452.84
SHP02240,Hyderabad,Kolkata,2023-08-26,2023-08-31,32.07,721.0,Delivered,757.3
SHP02241,Mumbai,Bangalore,2023-11-21,2023-11-24,0.96,1783.2,Delivered,1383.71
SHP02242,Pune,Kolkata,2023-11-17,2023-11-21,2.13,1191.4,Delivered,943.83
SHP02243,Mumbai,Chennai,2023-01-16,2023-01-19,42.67,1613.8,Delivered,1458.83
SHP02244,Pune,Hyderabad,2023-06-06,2023-06-10,34.36,860.6,Delivered,877.51
SHP02245,Kolkata,Bangalore,2023-03-14,2023-03-28,13.64,235.7,Delayed,302.61
SHP02246,Chennai,Bangalore,2023-10-17,2023-10-22,34.55,873.1,Delivered,881.97
SHP02247,Delhi,Pune,2023-10-16,2023-10-28,39.73,920.0,Delayed,920.28
SHP02248,Hyderabad,Bangalore,2023-05-23,2023-05-25,15.69,1106.4,Delivered,968.76
SHP02249,Pune,Pune,2023-06-19,2023-07-04,2.28,220.1,Delayed,232.15
SHP02250,Pune,Mumbai,2023-09-14,2023-09-16,46.67,1982.9,Delivered,1789.08
SHP02251,Kolkata,Ahmedabad,2023-02-03,2023-02-11,17.59,495.8,Delayed,513.29
SHP02252,Hyderabad,Pune,2023-03-02,2023-03-03,5.77,405.1,Delivered,374.83
SHP02253,Chennai,Hyderabad,2023-05-27,2023-06-02,24.85,1058.3,Delivered,963.24
SHP02254,Chennai,Kolkata,2023-11-05,2023-11-08,38.54,1079.0,Delivered,1038.98
SHP02255,Pune,Pune,2023-11-09,2023-11-24,11.47,885.2,Delayed,780.17
SHP02256,Delhi,Bangalore,2023-05-08,2023-05-09,13.84,1546.1,Delivered,1287.08
SHP02257,Delhi,Hyderabad,2023-12-15,2023-12-16,12.51,1038.1,Delivered,879.15
SHP02258,Mumbai,Pune,2023-04-13,2023-04-16,49.59,1223.3,Delivered,1201.76
SHP02259,Hyderabad,Pune,2023-03-10,2023-03-11,10.27,1450.3,Delivered,1172.16
SHP02260,Hyderabad,Bangalore,2023-11-16,2023-11-23,28.99,59.8,Delivered,256.28
SHP02261,Chennai,Chennai,2023-11-10,2023-11-12,46.3,1145.6,Delivered,1130.02
SHP02262,Mumbai,Chennai,2023-05-23,2023-06-06,7.77,1769.5,Delayed,1409.74
SHP02263,Kolkata,Pune,2023-06-29,2023-07-02,48.56,44.6,Delayed,317.47
SHP02264,Hyderabad,Chennai,2023-06-06,2023-06-07,47.4,816.3,Delivered,895.77
SHP02265,Mumbai,Delhi,2023-04-23,2023-04-24,44.29,1853.2,Delivered,1669.91
SHP02266,Mumbai,Bangalore,2023-01-26,2023-02-01,11.12,712.8,Delivered,655.02
SHP02267,Pune,Delhi,2023-04-28,2023-04-29,31.89,922.9,Delivered,888.93
SHP02268,Chennai,Hyderabad,2023-06-06,2023-06-11,38.16,1963.3,Delivered,1720.73
SHP02269,Mumbai,Delhi,2023-09-18,2023-09-25,49.31,406.7,Failed,595.68
SHP02270,Ahmedabad,Hyderabad,2023-09-10,2023-09-13,9.43,139.9,Delivered,221.3
SHP02271,Delhi,Pune,2023-09-16,2023-09-30,38.42,1720.3,Delayed,1524.28
SHP02272,Ahmedabad,Hyderabad,2023-10-03,2023-10-18,17.27,1738.2,Delayed,1420.29
SHP02273,Delhi,Hyderabad,2023-07-25,2023-08-01,9.19,949.4,Delivered,808.63
SHP02274,Bangalore,Kolkata,2023-05-16,2023-05-30,21.36,1033.3,Delayed,917.8
SHP02275,Chennai,Delhi,2023-01-13,2023-01-15,39.79,1673.3,Delivered,1485.7
SHP02276,Pune,Kolkata,2023-01-28,2023-01-31,23.51,1479.7,Delivered,1285.26
SHP02277,Kolkata,Pune,2023-01-02,2023-01-06,27.11,537.6,Delivered,598.04
SHP02278,Ahmedabad,Bangalore,2023-04-06,2023-04-09,49.76,43.6,Delivered,329.93
SHP02279,Ahmedabad,Delhi,2023-04-30,2023-05-01,20.26,964.6,Delivered,881.83
SHP02280,Bangalore,Bangalore,2023-08-15,2023-08-18,30.96,1719.2,Delivered,1495.73
SHP02281,Delhi,Bangalore,2023-04-01,2023-04-04,18.58,1792.7,Delivered,1492.62
SHP02282,Pune,Hyderabad,2023-09-18,2023-09-19,19.94,1912.9,Delivered,1588.24
SHP02283,Bangalore,Ahmedabad,2023-01-31,2023-02-05,34.93,1760.3,Delivered,1551.51
SHP02284,Chennai,Delhi,2023-01-05,2023-01-06,46.93,1164.3,Delivered,1145.86
SHP02285,Pune,Bangalore,2023-09-03,2023-09-05,27.35,894.8,Delivered,848.6
SHP02286,Chennai,Ahmedabad,2023-01-26,2023-02-01,38.54,1552.0,Delivered,1404.3
SHP02287,Mumbai,Chennai,2023-04-24,2023-04-27,4.92,1482.2,Delivered,1184.1
SHP02288,Hyderabad,Bangalore,2023-10-24,2023-10-25,10.95,1080.9,Delivered,926.4
SHP02289,Mumbai,Chennai,2023-07-19,2023-07-30,25.36,183.8,Delayed,309.35
SHP02290,Chennai,Delhi,2023-08-07,2023-08-12,1.49,1852.9,Delivered,1433.63
SHP02291,Ahmedabad,Pune,2023-10-05,2023-10-12,13.02,916.6,Delivered,792.61
SHP02292,Pune,Kolkata,2023-08-24,2023-08-29,26.11,733.0,Delivered,718.89
SHP02293,Delhi,Delhi,2023-12-07,2023-12-13,1.24,1262.8,Delivered,1012.57
SHP02294,Kolkata,Kolkata,2023-01-04,2023-01-09,13.6,1350.9,Delivered,1129.99
SHP02295,Delhi,Kolkata,2023-02-15,2023-02-22,25.94,429.3,Delivered,510.02
SHP02296,Pune,Delhi,2023-11-13,2023-11-20,28.87,1675.5,Failed,1447.62
SHP02297,Mumbai,Bangalore,2023-01-15,2023-01-22,46.32,587.0,Delivered,737.44
SHP02298,Kolkata,Mumbai,2023-11-26,2023-11-28,32.44,381.5,Delivered,517.67
SHP02299,Pune,Bangalore,2023-08-06,2023-08-16,21.03,818.7,Delayed,775.97
SHP02300,Chennai,Bangalore,2023-10-31,2023-11-03,46.55,1463.8,Delivered,1395.15
SHP02301,Ahmedabad,Pune,2023-02-03,2023-02-13,39.35,1931.3,Delayed,1695.54
SHP02302,Delhi,Hyderabad,2023-10-03,2023-10-09,10.4,1620.5,Delivered,1334.76
SHP02303,Chennai,Hyderabad,2023-12-23,2023-12-28,6.98,1881.3,Delivered,1509.14
SHP02304,Kolkata,Bangalore,2023-02-24,2023-03-01,33.95,289.8,Delivered,456.77
SHP02305,Kolkata,Chennai,2023-03-07,2023-03-13,28.21,151.6,Delivered,309.67
SHP02306,Delhi,Pune,2023-05-03,2023-05-05,39.59,1119.8,Failed,1098.97
SHP02307,Chennai,Kolkata,2023-10-19,2023-10-20,37.07,587.7,Delivered,677.84
SHP02308,Bangalore,Ahmedabad,2023-04-07,2023-04-13,31.45,1657.8,Delivered,1440.96
SHP02309,Chennai,Hyderabad,2023-09-10,2023-09-15,49.33,1347.3,Delivered,1301.32
SHP02310,Kolkata,Bangalore,2023-03-08,2023-03-12,26.91,1941.7,Delivered,1656.59
SHP02311,Chennai,Pune,2023-03-18,2023-03-19,6.1,517.0,Delivered,450.49
SHP02312,Ahmedabad,Mumbai,2023-04-02,2023-04-08,41.5,976.7,Delayed,993.68
SHP02313,Pune,Chennai,2023-11-08,2023-11-23,12.97,1007.5,Delayed,865.37
SHP02314,Mumbai,Delhi,2023-04-13,2023-04-18,38.98,486.0,Delivered,604.87
SHP02315,Ahmedabad,Bangalore,2023-08-01,2023-08-05,47.88,1184.3,Delivered,1193.01
SHP02316,Bangalore,Pune,2023-12-24,2023-12-25,34.99,892.1,Delivered,908.18
SHP02317,Hyderabad,Bangalore,2023-12-13,2023-12-16,30.0,899.0,Failed,878.2
SHP02318,Pune,Ahmedabad,2023-08-31,2023-09-15,23.29,731.8,Delayed,706.22
SHP02319,Mumbai,Kolkata,2023-09-26,2023-10-02,18.54,43.7,Delivered,174.49
SHP02320,Hyderabad,Chennai,2023-05-06,2023-05-17,17.97,1049.0,Failed,922.93
SHP02321,Delhi,Hyderabad,2023-06-17,2023-06-19,32.0,677.1,Delivered,711.97
SHP02322,Hyderabad,Hyderabad,2023-04-17,2023-04-19,37.69,12.6,Delivered,232.01
SHP02323,Pune,Hyderabad,2023-12-05,2023-12-19,34.09,622.8,Delayed,689.27
SHP02324,Chennai,Ahmedabad,2024-01-01,2024-01-07,10.32,564.5,Delivered,517.05
SHP02325,Pune,Delhi,2023-11-17,2023-11-18,24.95,793.0,Delivered,775.93
SHP02326,Ahmedabad,Pune,2023-02-22,2023-02-24,39.69,272.4,Delivered,445.52
SHP02327,Hyderabad,Chennai,2023-11-13,2023-11-15,24.05,1020.3,Delivered,932.72
SHP02328,Kolkata,Chennai,2023-11-28,2023-12-05,27.06,1388.0,Delivered,1208.39
SHP02329,Mumbai,Hyderabad,2023-03-28,2023-04-05,38.67,1264.1,Delayed,1211.13
SHP02330,Mumbai,Hyderabad,2023-08-07,2023-08-08,33.23,1609.5,Delivered,1423.58
SHP02331,Hyderabad,Kolkata,2023-02-18,2023-03-01,20.76,909.5,Failed,816.89
SHP02332,Mumbai,Ahmedabad,2023-02-10,2023-02-12,44.82,1043.0,Delivered,1058.0
SHP02333,Kolkata,Mumbai,2023-01-08,2023-01-13,8.55,1622.7,Delivered,1324.59
SHP02334,Pune,Mumbai,2023-01-07,2023-01-09,49.78,861.1,Delayed,955.63
SHP02335,Mumbai,Bangalore,2023-03-13,2023-03-16,6.38,1406.2,Delivered,1144.59
SHP02336,Hyderabad,Bangalore,2023-12-24,2023-12-25,1.24,874.9,Delivered,697.95
SHP02337,Bangalore,Chennai,2023-02-12,2023-02-15,44.56,841.3,Delivered,910.08
SHP02338,Bangalore,Chennai,2023-09-10,2023-09-13,12.63,1522.8,Delivered,1265.9
SHP02339,Delhi,Delhi,2023-01-15,2023-01-16,36.62,357.9,Delivered,504.42
SHP02340,Ahmedabad,Delhi,2023-07-03,2023-07-05,40.65,683.8,Delayed,781.81
SHP02341,Mumbai,Mumbai,2023-01-03,2023-01-12,43.02,456.1,Delayed,598.25
SHP02342,Ahmedabad,Ahmedabad,2023-09-21,2023-09-28,49.58,724.6,Delivered,831.04
SHP02343,Pune,Bangalore,2023-11-28,2023-12-06,15.05,468.4,Failed,491.33
SHP02344,Hyderabad,Mumbai,2023-10-27,2023-11-10,35.66,1163.0,Delayed,1105.57
SHP02345,Mumbai,Ahmedabad,2023-07-08,2023-07-13,6.21,1598.4,Delivered,1259.91
SHP02346,Chennai,Mumbai,2023-01-18,2023-01-19,20.64,1575.4,Delivered,1328.88
SHP02347,Kolkata,Bangalore,2023-08-27,2023-08-29,42.47,735.4,Delivered,828.21
SHP02348,Mumbai,Pune,2023-02-03,2023-02-10,18.7,1977.6,Delivered,1607.79
SHP02349,Mumbai,Delhi,2023-08-05,2023-08-12,29.76,1191.8,Delivered,1072.78
SHP02350,Ahmedabad,Kolkata,2023-12-10,2023-12-16,25.44,804.8,Delivered,772.05
SHP02351,Ahmedabad,Kolkata,2023-12-07,2023-12-11,32.47,1672.7,Delivered,1483.44
SHP02352,Bangalore,Kolkata,2023-03-15,2023-03-22,48.66,1462.4,Delivered,1406.16
SHP02353,Kolkata,Bangalore,2023-10-08,2023-10-13,3.26,1501.1,Delivered,1192.88
SHP02354,Hyderabad,Hyderabad,2023-03-17,2023-03-18,28.91,400.3,Delivered,496.9
SHP02355,Mumbai,Hyderabad,2023-04-14,2023-04-18,43.22,942.0,Delivered,965.88
SHP02356,Bangalore,Hyderabad,2023-10-20,2023-10-26,24.33,1725.0,Failed,1455.15
SHP02357,Ahmedabad,Chennai,2023-01-01,2023-01-02,4.39,1013.0,Delivered,844.31
SHP02358,Delhi,Delhi,2023-02-04,2023-02-13,28.25,1370.1,Failed,1203.08
SHP02359,Kolkata,Delhi,2023-11-14,2023-11-19,16.94,1180.0,Delayed,1019.19
SHP02360,Bangalore,Pune,2023-11-24,2023-11-28,8.17,1686.3,Delivered,1360.95
SHP02361,Bangalore,Pune,2023-07-31,2023-08-04,42.53,576.3,Delivered,679.02
SHP02362,Pune,Chennai,2023-10-23,2023-11-03,26.32,1155.2,Delayed,1048.78
SHP02363,Bangalore,Mumbai,2023-10-19,2023-10-26,46.7,255.2,Delivered,478.0
SHP02364,Pune,Ahmedabad,2023-07-17,2023-07-25,40.4,1383.5,Delayed,1299.32
SHP02365,Mumbai,Pune,2023-05-15,2023-05-28,34.8,1466.6,Failed,1313.34
SHP02366,Mumbai,Kolkata,2023-06-14,2023-06-17,0.75,95.2,Delivered,116.88
SHP02367,Ahmedabad,Hyderabad,2023-11-24,2023-11-26,21.68,1354.8,Delivered,1177.28
SHP02368,Delhi,Kolkata,2023-01-17,2023-01-19,10.28,835.2,Delivered,747.13
SHP02369,Chennai,Hyderabad,2023-07-27,2023-07-30,45.58,257.0,Delivered,459.35
SHP02370,Chennai,Kolkata,2023-12-14,2023-12-18,9.14,845.6,Delivered,749.34
SHP02371,Chennai,Mumbai,2023-01-16,2023-01-23,14.66,396.5,Delivered,429.25
SHP02372,Ahmedabad,Ahmedabad,2023-03-26,2023-03-30,26.08,837.0,Delivered,821.19
SHP02373,Pune,Kolkata,2023-06-13,2023-06-17,13.54,774.8,Delivered,682.39
SHP02374,Ahmedabad,Kolkata,2023-07-14,2023-07-16,10.89,1479.4,Delivered,1206.02
SHP02375,Kolkata,Bangalore,2023-06-25,2023-06-27,30.16,1550.7,Delivered,1346.13
SHP02376,Kolkata,Ahmedabad,2023-06-16,2023-06-19,4.9,1218.0,Delivered,982.86
SHP02377,Delhi,Kolkata,2023-08-23,2023-08-28,3.38,55.1,Delivered,127.48
SHP02378,Kolkata,Bangalore,2023-07-22,2023-07-25,18.93,1862.7,Delivered,1525.89
SHP02379,Chennai,Delhi,2023-02-17,2023-02-24,36.17,1375.6,Delivered,1265.04
SHP02380,Chennai,Ahmedabad,2023-07-25,2023-07-26,27.96,78.0,Delivered,228.54
SHP02381,Ahmedabad,Chennai,2023-09-13,2023-09-17,21.43,1639.5,Delayed,1395.28
SHP02382,Bangalore,Ahmedabad,2023-01-12,2023-01-23,28.5,408.5,Failed,486.76
SHP02383,Kolkata,Ahmedabad,2023-02-10,2023-02-16,18.59,1162.7,Delivered,1000.16
SHP02384,Ahmedabad,Kolkata,2023-08-24,2023-08-26,46.84,938.6,Delivered,981.63
SHP02385,Mumbai,Delhi,2023-03-12,2023-03-17,3.22,845.5,Delivered,711.07
SHP02386,Mumbai,Ahmedabad,2023-04-29,2023-05-03,33.83,1780.5,Delivered,1538.79
SHP02387,Bangalore,Pune,2023-09-02,2023-09-04,44.62,880.3,Delayed,922.52
SHP02388,Bangalore,Pune,2023-07-29,2023-08-01,40.29,159.9,Delivered,351.71
SHP02389,Bangalore,Bangalore,2023-02-10,2023-02-11,9.61,1893.8,Delivered,1537.14
SHP02390,Ahmedabad,Kolkata,2023-02-12,2023-02-20,15.15,1841.9,Delayed,1510.86
SHP02391,Mumbai,Kolkata,2023-07-20,2023-07-24,35.99,1372.0,Delivered,1267.75
SHP02392,Chennai,Ahmedabad,2023-03-09,2023-03-16,4.67,941.1,Delivered,785.23
SHP02393,Bangalore,Mumbai,2023-07-15,2023-07-20,40.69,194.8,Delivered,385.32
SHP02394,Delhi,Delhi,2023-12-21,2023-12-26,36.09,1583.6,Delivered,1421.95
SHP02395,Pune,Hyderabad,2023-04-07,2023-04-12,36.62,160.2,Delivered,338.51
SHP02396,Ahmedabad,Hyderabad,2023-05-09,2023-05-16,5.46,146.5,Delivered,183.22
SHP02397,Bangalore,Mumbai,2023-01-19,2023-01-26,36.03,1079.4,Delivered,1042.46
SHP02398,Pune,Bangalore,2023-04-13,2023-04-18,34.15,328.7,Delivered,469.63
SHP02399,Hyderabad,Hyderabad,2023-05-29,2023-06-09,41.63,25.4,Delayed,261.96
SHP02400,Bangalore,Ahmedabad,2023-02-18,2023-02-19,2.56,852.0,Delivered,683.18
SHP02401,Mumbai,Hyderabad,2023-11-04,2023-11-08,1.64,283.1,Delivered,282.45
SHP02402,Kolkata,Pune,2023-03-21,2023-03-24,18.96,329.4,Delivered,400.89
SHP02403,Bangalore,Pune,2023-01-28,2023-01-30,7.87,163.1,Delivered,194.95
SHP02404,Ahmedabad,Chennai,2023-08-15,2023-08-17,28.14,418.1,Delivered,489.37
SHP02405,Kolkata,Delhi,2023-06-27,2023-07-02,45.91,1433.8,Delivered,1370.6
SHP02406,Hyderabad,Bangalore,2023-01-30,2023-02-05,19.88,1619.8,Delivered,1375.02
SHP02407,Delhi,Kolkata,2023-03-26,2023-03-31,42.33,910.5,Delivered,964.37
SHP02408,Kolkata,Delhi,2023-01-21,2023-01-23,0.51,1018.0,Delivered,806.21
SHP02409,Pune,Bangalore,2023-02-24,2023-03-04,8.84,75.0,Delayed,149.96
SHP02410,Chennai,Hyderabad,2023-02-13,2023-02-15,2.01,147.9,Failed,160.43
SHP02411,Bangalore,Chennai,2023-09-08,2023-09-12,16.74,522.6,Delivered,530.56
SHP02412,Hyderabad,Delhi,2023-04-02,2023-04-05,45.46,1092.4,Delivered,1081.22
SHP02413,Hyderabad,Hyderabad,2023-04-28,2023-05-02,5.3,1481.7,Delivered,1172.86
SHP02414,Kolkata,Bangalore,2023-06-09,2023-06-13,30.52,1214.0,Delivered,1095.98
SHP02415,Delhi,Delhi,2023-01-09,2023-01-15,22.85,790.3,Delivered,764.72
SHP02416,Mumbai,Kolkata,2023-08-16,2023-08-31,46.95,245.5,Failed,468.64
SHP02417,Bangalore,Delhi,2023-04-05,2023-04-12,6.56,1563.7,Delivered,1260.28
SHP02418,Hyderabad,Hyderabad,2023-09-24,2023-09-26,11.0,733.9,Delivered,670.6
SHP02419,Delhi,Ahmedabad,2023-11-01,2023-11-06,1.96,1474.7,Delayed,1175.44
SHP02420,Chennai,Ahmedabad,2023-07-01,2023-07-13,21.98,1030.8,Delayed,931.47
SHP02421,Hyderabad,Delhi,2023-05-09,2023-05-14,14.25,1479.9,Delivered,1250.55
SHP02422,Delhi,Kolkata,2023-11-24,2023-11-28,43.56,1815.5,Delivered,1627.68
SHP02423,Ahmedabad,Chennai,2023-03-26,2023-03-28,30.44,1842.8,Delivered,1568.8
SHP02424,Mumbai,Chennai,2023-09-23,2023-09-27,30.9,1074.9,Delivered,1030.38
